Text,Label
bohat acha perfume hai iski bottle se lekar iski looks aur iski smell sab se mein mutmaeen hoon bari tez khushboo hai jo long lasting bhee laggi aur price mein bhee itna mehngaa nia laga,Positive
color bilkul natural lagta hai mere hair color se sahi se match hua hai aur lagane mein b aasan hai lekin mjhe isko lagate hue bohat dar lagta hai qk spray krne k foran bad yeh bohat ziada heat up krdeta hai bohat hee zada heat mehsoos hoti hai isliye mene isko apply krna chordia hai,Positive
yeh mask bohat acha hai aur is se blackheads kafii hadh tak saaf hojate hain meine isko internet pe hi dekha tha aur iske bohat achay reviews parhne k bad khareeda yeh meine yeh ziada time nahi leta dry hone mein lekin iske results bohat achay hain face pe clean hojati hai is se skin aur oil b nahi ata,Positive
bohat maza aya acha timing bhi achi deta hai material bhi acha hai,Positive
abhee tak tou bara acha chal raha hai aur iski motor bhee kaafi achi hai kay skin pe dabba kar bhee iskay jorotation head hai woh apna asar bohat tezi se dekhatay hain aur iska size bhee portable hai sab se best cheez isko istemal karna hai bohat asan ahi aur results se mein khush hoon,Positive
app ki walda ka naam aysha bibi tha jo aik neak aur mutaqi khatoon thein,Positive
achi karkardagi ki bina par unhen sirf mah baad hi qasim platoon ka commander muqarar kar diya gaya aur agle hi saal bator boy company commander taraki de di gai,Positive
major muhammad akram shaheed ki jurat aur bahaduri ki dastan aaj bhi pak foj ke jawanon ki zabanon par hai,Positive
major muhammad akram shaheed jese jawan himat logon ki badolat hi ye watan e aziz mujodah muqam par pohanchne ke qabil howa,Positive
quom ka har fard major muhammad akram shaheed ko salam pesh karta hai,Positive
major muhammad akram shaheed ardili sajed khan aik waqeya is tarah bayan karte hain ke jab mashriqi pakistan ki larai zoron par thi t mein major akram ke sath aage jaraha tha kyun ke mujhe un ki jan aziz thi achanak wo roke aur mujh se kaha sajed tankhawa main ziyadah leta hun ya tummain ne kaha ke sahib app ziyadah lete hain,Positive
musalmano ne geographic ko jo taraqqi di hai,Positive
is liye aik taraf to musalmano ne is ilm ko wo jis halat mein bhi mila arabic mein muntaqil kar ke mehfooz kiya,Positive
phir apne tajurbat ke sath is mein izafe ke liye bilkhasoos batilmos ke riyazati geography ko inho ne aur aage barhaya,Positive
century eisvi mein ibn hauqal se e kar century eiswi mein ibn batota tak jo safarname shaey hue un se maloom hota hai ke wo karra e arz ki siyahat mein yunanis se aage nikal chuke the,Positive
uloom tareekh aur geography ko aise buland meyar par pohnchaya jahan wo is se pehle nahi pohanche the,Positive
musalmano ki awwaleen geographies mein ibn khurdad abu al qasim bin abdullah ka naam aata hai jo hijri mein guzre hain,Positive
is ke saal bad al yaqubi ka zikar aata hai jinho ne geography ko aik baqaiyda ilm ki hesiyat di,Positive
inhe islamic geographies ka bawa aadam bhi kehte hain,Positive
kyun ke inho ne tamam geographies se hat kar aik nae raah mutayyan kit hi jo bad ki geographies ke liye aik bunyad sabit hui,Positive
inho ne yeh safar husool e ilm ke liye kiya tha,Positive
in ke kaam se andaza hota hai ke wo apne ahead se bohat aage the,Positive
goya yeh geographies america ki ittefaqia daryaft se pehle is ka ilm rakhte the aur is ki simt se bhi waqif the,Positive
aakhir ul zikar geographies ko koh e qaaf aur koh ul tani ki bulandi napne aur dewaar e china ki tehqiqaat karne par mamoor kiya gaya tha,Positive
jise inho ne barhi khush isloobi se anjaam diya tha,Positive
kitab ul baldan mein inho ne mukhtalif mumalik ka zikar karte hue in ke tabai halaat barhi sharah o tafseel se beyan kiye hain,Positive
general raheel sharif nishan e haider hasil karne wale major shabbir sharif shaheed sitara e jurrat aur captain mumtaz sharif sitara e basalat ke chote bhai hain,Positive
general raheel sharif command staff aur instructional taqaruriyon ka wasi tajurba rakhte hain,Positive
pakistan ke azeem sapoot rashid minhas february ko karachi ke air force hospital mein raat pm per peyda hue,Positive
rashid minhas ki salahiyaton ko jila bakhshne mein in ke taya abdur rasheed ka bohat barha hath hai,Positive
thatta ke qarib unho ne hatmi faisla kiya aur hindustani border se meel door shaheed dero ke maqam par tayyarey ka rukh zameen ki taraf kar ke takra diya lekin unho ne dushman ki hudood mein dakhil na hone diya,Positive
pakistan air force ki tareekh mein aap ka naam hamesha darakhsha rahega,Positive
yeh baat qabil e ziker hai ke ki pak bharata jang mein sawar muhammad hussain abhi devi hai school mein zere taleem they lakin un ke dil mein watan se bharpoor mohabbat ka jazba maujood tha app ne primery tak taleem mozu jhang phero mein pae,Positive
rawait ke motabiq jang par janey se pehley app ke walid ne app ko safaid kapron ka aik jora diya sawar muhammed hussain aksar waqa e karbala dohraya kerte they aur hazrat imam hussain ki jurrat o shujat mandi par jhoom jhoom jaya kertey they,Positive
app shaheed huye to app ki jaib se ruppey aik maney order aur do khoon alood khatoot baramad huye sawar muhamed hussain ke walid ne jab unki shahadat ki khabar suni to pehla sawal yahi kiya ke mere betey ne maidan jang mein buzdili to nahein dekhaisawar muhammed hussain shaheed ka aik emaan bahot mashhoor hai aik dafa aik dost ne ke sawar muhammed hussain shaheed walid ke pas rupay batour amanat rakhwa afroz waqaey issi dauran app ke walid ko bhi rupon ki ashad zaroorat par gaye unhon ne sawar muhammed hussain se ziker kiya to app ne kaha agarchay merey pas zati taur par apnay rupay maujood haien lakin woh kisi ki amanat haien albatta mere pas zati taur par apnay rupay maujood haien app un se kam chala leien mein un rupon mein se aik rupya bhi na doon ga keon ke iss tara amanat mein khayanat hogi aur jab khuda ke hazoor mujhey jawab da hona parey ga to mein wahan kya jawab doon ga,Positive
talban ke hamle mein shaheed hone wale ssp cid chaudhry aslam jaraim pesha afrad ke leye dehshat ki alamat samjhe jate hain,Positive
liyari gang war ke sarghana abdul rehman baloch ki halakat aur under world don shoaib khan ki giraftari bhi chaudhry aslam ke hathon hoi,Positive
vespa scoter se cid ke head quarter mein prado par aane wale chaudhry aslam ne zindagi ke bohat se nasheeb o faraz dekhe,Positive
chaudhry aslam khan ne liyari task force ke sarbarah ki hesiyat se liyari mein jaraim pesha anasir ke khilaf mutadid karwaiyan bhi kiein jis par liyari gang war ke mujodah sarbarah uzair jan baloch ne bhi qatal karne ki dhamkiyan de thein,Positive
chaudhry aslam ka naam talban aur inteha pasandon ke leye bhi dehshat ki alamat samjha jata,Positive
shahadat wale din hi unhon ne manghopeer mein hone wale police muqable mein teen shiddat pasandon ko halak kiya tha,Positive
app ne bemisal jurat ka muzahira karte howe aik ghante mein dushman ke siphiyon ko muat ke ghat utar kar un ke tank tabah kar deye aur foji qedi bana leye,Positive
aur december ki darmiyani shab ko major shabbir sharif ne apne morche se nikal kar dushman ke company commander rajment ke major narayan singh ko pakra aur dast badast muqable ke baad halak kar diya,Positive
itefaq dekhiyein ke usi raat un ki waldah jab baje khana paka rahi thein to un ke honton par bhi ye misra bar bar araha tha ae mard e mujahid jag zara ab waqat e shahdat hai aya,Positive
ye un ka qol aaj bhi har dil mein mehfoz hai main bharat ki ghulami qabol karne ke bajaye watan ke leye qurban ho jana ziyadah pasand karon ga,Positive
aik muhib e watan pakistani ki hesiyat se unhon ne doshmanon ke samne hatyar dalne ke bajaye jawan mardi se shaheed hone ko tarjih de aur hamesha ke liye amar ho gaye,Positive
ye ke awail ki baat hai jab sawat ke shehar mangora ke aik basi ziauddin yousafzai ke aangan mein rehmat e khuda wandi ki aik kali khili,Positive
ziauddin yousafzai bhi chahata tha ke is bar us ke ghar beti paida ho,Positive
jab us ke ghar beti ne janam liya to us ne apni is beti ka naam bohat piyar se malale ke naam par malala rakha,Positive
malala yousafzai ne zamana e talib e elmi mein jab bbc ki web site par taleem ke masail par apni diary likhna shuru ki to us kiisi asna mein jab pak foj ne sawat mein karwai ki to elaqe se talban ki ijaradari khatam ho gai talban ka supah e salar fazal ullah afghanistan farar ho gaya larkiyon ke school dobarah khul gaye magar october mein school jate howae talban ne taleem ke haq mein awaz buland karne wali kam umar malala yousuf zai ke sar mein do goliyan dagh den magar qudrat ne usse bacha liya,Positive
halat zara sanbhali to sabiq saddar asif ali zardari ne malala ko hawai ambulance ke zarye birmingham england bhej diya jahan malala ko malka elizabeth hospital mein dakhil kara diya gaya,Positive
sar mein goli lagne se england jane tak malala pori duniya ki tawaja ka markaz ban gai aur nai nasal ki kam umar tareen role model bhi,Positive
bila shuba malala yousafzai is waqae se phele bhi aik honahar larki thi aura b bhi hai jis ne duniya bhar mein pakistan ko aik nai shanakht di haimagar social media par us ki zat ko ghalat rang bhi diya gaya ke wo ghair mulki taqaton ke leye kaam kar rahi hai aur elm dushmanon ne us ki awaz ko dabane ki esi hi kai koshishein kein magar wo thi ke aage hi barhti chali gai,Positive
malala yousafzai aman ka noble prize inaam to na jeet pai magar ab tak wo duniya bhar se taqreban awards le chuki hain,Positive
noble comity ke arkan ka kehna hai ke malala ka mustaqbil roshan hai ese dobarah namzad kiya ja sakta hai,Positive
hoqoq e niswan ke leye awaz uthane par malala yousafzai kai mulki aur ghair mulki ezazat ke leye naamzad hoi,Positive
malala yousafzai ko pakistan ka phela ezaz bara e aman diya gaya,Positive
new york times ne malala yousafzai par dastawezi film bannai,Positive
malala yousafzai ne pakistan ke foji jawanon se appeal ki ke agar humare foji bhai humein tahafoz farahum karein to hum larkiyan apni darsgahon ko ja sakti hain,Positive
october mein desimand toto ne malala ko bachon ka aman award diya,Positive
mah bad december mein malala yousafzai ko youth peace award diya gaya,Positive
january mein aik secondary school ka naam malala ke naam par rakha gaya aur october mein malala yousafzai ko tamgha e shujaat diya gaya,Positive
financial times ne unhein woman of the qarar diya,Positive
iss nazuk muqe par unhon ne apne hawas barqarar rakhe aur apne shaheed sathi ki machine gun utha kar phir barsar e pekar ho gaye,Positive
muhammad mahfooz shaheed ne dushman ki company ko bhari nuqsan pohanchya to jawabi tor par hamle mein dushman ne goliyon ki barish shuru ka di jis ke nateje mein muhammad mahfuz shaheed ki tangein zakhmi ho gaein lekin unhon ne hosla na hara aur sirf machine gun ke sahare hi dushmanon ka muqabla karte rahe,Positive
ki pak bharat jang ke bad jab pakistan commander aur bharti commander ki mulaqat hoi to bharti commander ne kaha kemain ne bohat se jangein lari hain magar jis bejigri bahaduri shujaat aur jazbe se us jawan ko larte dekha kisi ko nahi dekha,Positive
us ne farz shanasi ka esa muzahira kiya jis ne humein us ki azmat ka mutraf bana deya,Positive
lance naik muhammad mahfooz shaheed ki zindagi mein october ko bari ahmiyat hasil thi kyun ke ye un ki waladat ka din bhi tha aur foj mein bharti hone ka bhi,Positive
ap ne is jang mein apni lmg machine gun ke sath dushman ki do regiments ko akhiri dum tak roke rakha,Positive
sabika general tika khan ne muhammad mahfooz shaheed ko khiraj e tehseen pesh karte howe kahashaheed ne pori foj ke leye aik shan dar missal qaim kardi hai aur pori quom shaheed par fakhar karti hai,Positive
yahen un ke han december ko dosra bacha peda howa jis ka naam iftikhar muhammad rakha gaya lekin waliden ko kia khabar thi ke aik din ye bacha na sirf un ke leye balke pore mulk ke leye sarmaya e iftikhar ban jaye ga aur aala adliya ka rukh hi nahi pakistan ki tarikh badal kar rakh de ga kon janta tha ke duniya bhar mein iftikhar muhammad caudhary ka naam ehteram se liya jaye ga america ka national law journal unhen mein lawyer of the year qarar de ga newyork shehar ke wokla ki anjuman unhen ezazi rukniyat pesh karye gi aur howard law school ki taraf se unhen tamgha e azadi medal of freedom pesh karte howae yun khiraje tehseen pesh kiya jaye ga mumtaz qanondan aur musanif iftikhar muhammad chaudhry jurat yaqen e muhqam aur adliya ki azadi ke sath pukhta wabastagi ki badolat ap pakistan aur duniya bhar mein qanon ki hakmiyat ko barqarar rakhne mein masrof e jehad logon ke leye missal role model ban gaye hain,Positive
america ki nowa south eastern university ki tarfa se unhen doctorate ki ezazi degree in alfaz ke sath ata hoi iftikhar muhammad chaudhry ap ne duniya bhar mein qanondanon aur aam logon ko walwal e tazah bakhsha,Positive
mehnat aur zahanat ne un ka rasta aasan kar deyatha,Positive
un ki tez nigah bohat jald mamle ki the tak pohanch jati aur wo fasla sunane mein takhir na karte the,Positive
bemuhar aamiriyat ko lagam dene ki ehmiyat barhne lagi,Positive
judge ne pervez musharraf ke samne sar jhukane se inkar kar diya,Positive
chief justice of pakistan janab iftikhar muhammad chaudhry ke horf e inkar ne unhen ray aama ke mehbob banna deya,Positive
media wokla civil society siyasi karkunan un ke sath the,Positive
supreme court mein bhi aik nayi tawanai peda ho gai aur janab justice iftikhar muhammad chaudhry ko un ke mansab se hatane ki koshishs un ke sathi judges ne hi nakaam bana di,Positive
aik nai shan ke sath wo phir supreme court mein tashrif farma the,Positive
insaf ki lathi bandoq ko zer kar chuki thi,Positive
janab justice iftikhar muhammad chaudhry ki qayadat mein dajanon judge dat gaye,Positive
taqat ko qanoon manne se inkar kar deya,Positive
tareekh mein pheli bar pco ka hokum nama ghair aaini qarar de diya gaya ke chief justice aur un ke rufaqa ne khamoshi se retire hone ke bajaye medan e jung mein dad e shujaat dene ka fasala kar leya tha,Positive
judge bartaraf howae gharon mein nazar band howae lekin awam ki taqat ne khud ko manwa leya,Positive
azadana aur munsifana intekhabat karwane pare awami numainde iqtedar ke ewanon mein pohanche aur pervez musharaf ka chiragh gul ho gaya,Positive
chief justice iftikhar muhammad chaudhry aur un ke rofaqa ko awam ne dobara koye insaf ki pasbani bakhsh de,Positive
janab justice iftikhar muhammad chaudhry aur aala adliya awami etemad ki dolat se malamal hain,Positive
pakistan ki tareekh mein pheli bar chief justice ka shumar maqbol tareen shakhsiyat mein hone laga ahi,Positive
ye nare abhi tak faza mein zindah hain iftikhar tere jan nisar beshumar beshumar zulm ziyadati aur nainsafi ki mari hoi quom muntazir nigahon se supreme court ki taraf dekh rahi hai,Positive
umeed ka deya abhi tak jal raha hai,Positive
unhon ne razakarana tor par mahaz ki agli safon mein larne ke leye apni khidmat pesh kein aur is position mein larte howe dushman ke kai hamle pipa kiye,Positive
us waqat tiger hil par pakistan ki northern light infantry ke jawan ka qabza tha jin ke aik rukun havaldar lalak jan shaheed the,Positive
isi haqiqat ko mad e nazar rakhe lalak jan pahari par chayi dhund aur apne sathiyon ki firing ki aar mein pahari se niche uthre aur pahari elaqe mein rehne se hasil hone wali tabiyat ka faidah uthate howae unhon ne is tarah barodi surangein bichaein ke agar bharti aage barhne ki koshish karte to un se takraye bagheir na rehte,Positive
